||6079|0.500|1.540|178.000|17.000|0.200|53.000|0.092|Spring Steel|Gold Irridite®|
||551|0.500|2.880|60.000|16.000|0.590|51.000|0.091|Hard Drawn|Zinc|
||227|0.500|3.000|55.000|16.000|0.640|51.000|0.091|Hard Drawn|Zinc|
||5053|0.500|5.500|39.000|16.000|0.900|51.000|0.091|Hard Drawn|Zinc|
||5558|0.593|2.630|55.000|14.000|0.670|51.000|0.097|Spring Steel|Zinc|
||5282|0.625|3.500|32.000|14.000|1.200|51.000|0.099|Spring Steel|Gold Irridite®|
||5675|0.687|2.560|55.000|14.000|0.740|55.000|0.105|Spring Steel|Zinc|
||5159|0.687|4.000|31.000|14.000|1.300|55.000|0.105|Hard Drawn|Zinc|
||232|0.687|4.250|26.000|14.000|1.500|55.000|0.105|Hard Drawn|Zinc|
||5554|0.687|7.250|15.000|14.000|2.800|55.000|0.105|Spring Steel|Zinc|
||5679|0.718|1.500|126.000|13.000|0.310|52.000|0.105|Spring Steel|Zinc|
||5665|0.734|1.750|94.000|12.000|0.410|50.000|0.105|Spring Steel|Zinc|
||0316|0.734|2.000|88.000|12.000|0.430|50.000|0.105|Hard Drawn|Zinc|
||5413|0.734|2.000|70.000|12.000|0.540|50.000|0.105|Spring Steel|Zinc|
||316|0.734|2.250|59.000|12.000|0.650|50.000|0.105|Hard Drawn|Zinc|
||317|0.734|2.440|50.000|12.000|0.760|50.000|0.105|Hard Drawn|Zinc|
||318|0.734|2.630|44.000|12.000|0.870|50.000|0.105|Hard Drawn|Zinc|
||319|0.734|2.880|39.000|12.000|0.980|50.000|0.105|Hard Drawn|Zinc|
||5035|0.750|1.500|100.000|11.000|0.380|50.000|0.105|Hard Drawn|Zinc|
||5167|0.750|1.880|65.000|11.000|0.590|50.000|0.105|Hard Drawn|Zinc|
||12368|0.750|2.380|43.000|11.000|0.890|50.000|0.105|Spring Steel|None|
||5824|0.750|2.410|47.000|11.000|0.820|50.000|0.105|Hard Drawn|Zinc|
||12398|0.750|2.590|38.000|11.000|1.000|50.000|0.105|Spring Steel|Zinc|
||89|0.750|3.130|33.000|11.000|1.200|50.000|0.105|Hard Drawn|Zinc|
||5161|0.750|3.250|31.000|11.000|1.200|50.000|0.105|Hard Drawn|Zinc|
||5630|0.750|3.750|28.000|11.000|1.400|50.000|0.105|Spring Steel|Zinc|
||77|0.750|3.750|26.000|11.000|1.500|50.000|0.105|Hard Drawn|Zinc|
||5826|0.750|4.000|24.000|11.000|1.600|50.000|0.105|Hard Drawn|Zinc|
||5642|0.750|5.690|20.000|11.000|1.900|50.000|0.105|Spring Steel|Zinc|
||5586|0.750|7.250|11.000|11.000|3.400|50.000|0.105|Spring Steel|Zinc|
||12350|0.750|7.880|10.000|12.000|3.900|51.000|0.106|Spring Steel|Zinc|
||5579|0.750|12.600|5.800|11.000|6.600|50.000|0.105|Spring Steel|Zinc|
||4010|0.750|16.500|5.800|14.000|7.100|55.000|0.110|Spring Steel|Zinc|
CALL||5589|0.953|3.750|25.000|12.000|1.700|56.000|0.120|Hard Drawn|Zinc|
||12376|0.953|5.750|13.000|12.000|3.300|56.000|0.120|Spring Steel|Zinc|
||5607|0.968|5.630|13.000|11.000|3.200|55.000|0.120|Spring Steel|Zinc|
||5658|0.968|7.500|9.300|11.000|4.600|55.000|0.120|Spring Steel|Zinc|
||5303|1.000|4.000|21.000|11.000|2.000|52.000|0.120|Spring Steel|None|
||146|1.000|8.500|7.700|11.000|5.400|52.000|0.120|Hard Drawn|Zinc|
||680|1.000|9.000|6.900|11.000|6.100|52.000|0.120|Hard Drawn|Zinc|
||729|1.000|12.000|5.000|11.000|8.400|52.000|0.120|Hard Drawn|Zinc|
||4059|1.156|26.500|1.600|9.000|26.000|50.000|0.125|Spring Steel|None|
||5556|1.281|7.000|7.600|10.000|6.000|55.000|0.135|Spring Steel|Zinc|
||635|1.312|12.000|3.800|9.000|12.000|54.000|0.135|Hard Drawn|Zinc|
||81138|1.500|4.500|9.700|4.000|4.800|51.000|0.125|Music Wire|None|
||81146S|1.500|4.500|21.000|6.000|2.200|52.000|0.148|Stainless|None|
