||5818|0.250|7.130|20.000|12.000|1.400|39.000|0.058|Music Wire|Zinc|
||6076|0.281|0.700|314.000|10.000|0.090|38.000|0.060|Music Wire|None|
||M-69|0.281|2.690|73.000|15.000|0.330|39.000|0.065|Spring Steel|None|
||5077|0.468|2.330|46.000|11.000|0.590|38.000|0.080|Hard Drawn|Zinc|
||5681|0.500|5.880|15.000|11.000|1.900|39.000|0.083|Spring Steel|Gold Irridite®|
||S-590|0.562|3.250|29.000|12.000|1.000|41.000|0.091|Stainless|None|
||S-593|0.562|4.250|21.000|12.000|1.400|41.000|0.091|Stainless|None|
||S-595|0.562|5.500|16.000|12.000|1.900|41.000|0.091|Stainless|None|
||5472|0.593|4.060|24.300|9.000|1.100|35.700|0.090|Spring Steel|Zinc|
||S-626|0.625|3.630|24.000|11.000|1.300|42.000|0.095|Stainless|None|
||S-643|0.625|3.690|24.000|11.000|1.300|42.000|0.095|Stainless|None|
||S-597|0.625|4.000|16.000|9.000|1.700|36.000|0.091|Stainless|None|
||5437|0.625|4.750|16.000|9.000|1.800|39.000|0.091|Spring Steel|None|
||S-599|0.625|5.000|12.000|9.000|2.200|36.000|0.091|Stainless|None|
||5460|0.625|7.310|13.000|10.000|2.000|36.000|0.092|Spring Steel|None|
||129|0.625|8.500|7.700|9.000|3.800|39.000|0.091|Hard Drawn|Zinc|
||5696|0.718|2.940|28.000|9.000|1.200|42.000|0.098|Spring Steel|None|
||12383|0.734|8.000|7.000|9.000|4.600|41.000|0.098|Spring Steel|Zinc|
||80876|0.750|2.000|46.000|4.000|0.840|42.000|0.093|Music Wire|None|
||80896S|0.750|2.000|78.000|5.000|0.460|40.000|0.105|Stainless|None|
||80877|0.750|2.250|35.000|4.000|1.100|42.000|0.093|Music Wire|None|
||80897S|0.750|2.250|58.000|5.000|0.620|40.000|0.105|Stainless|None|
||80878|0.750|2.500|28.000|4.000|1.400|42.000|0.093|Music Wire|None|
||80898S|0.750|2.500|46.000|5.000|0.770|40.000|0.105|Stainless|None|
||80879|0.750|2.750|24.000|4.000|1.600|42.000|0.093|Music Wire|None|
||80899S|0.750|2.750|38.000|5.000|0.930|40.000|0.105|Stainless|None|
||80880|0.750|3.000|20.000|4.000|1.900|42.000|0.093|Music Wire|None|
||80900S|0.750|3.000|33.000|5.000|1.100|40.000|0.105|Stainless|None|
||80881|0.750|3.500|16.000|4.000|2.400|42.000|0.093|Music Wire|None|
||80901S|0.750|3.500|26.000|5.000|1.400|40.000|0.105|Stainless|None|
||80882|0.750|4.000|13.000|4.000|3.000|42.000|0.093|Music Wire|None|
||80902S|0.750|4.000|21.000|5.000|1.700|40.000|0.105|Stainless|None|
||12356|0.750|4.380|12.000|8.000|2.500|37.000|0.096|Spring Steel|Zinc|
||80883|0.750|4.500|11.000|4.000|3.500|42.000|0.093|Music Wire|None|
||80903S|0.750|4.500|18.000|5.000|2.000|40.000|0.105|Stainless|None|
