||80874|0.750|4.500|6.900|3.000|4.400|34.000|0.085|Music Wire|None|
||80875|0.750|5.000|6.000|3.000|5.100|34.000|0.085|Music Wire|None|
||5512|0.781|2.940|19.000|7.000|1.400|34.000|0.095|Spring Steel|Zinc|
||5358|0.843|2.560|29.000|7.000|1.000|37.000|0.100|Spring Steel|Zinc|
||5532|0.875|5.750|6.800|7.000|4.200|35.000|0.100|Spring Steel|Zinc|
||5838|0.875|6.000|5.800|7.000|4.900|35.000|0.100|Spring Steel|Zinc|
||4057|0.953|26.500|1.200|7.000|25.000|37.000|0.105|Spring Steel|None|
||80975|1.000|2.500|24.000|3.000|1.300|34.000|0.095|Music Wire|None|
||80976|1.000|2.750|15.000|3.000|2.100|34.000|0.095|Music Wire|None|
||80977|1.000|3.000|12.000|3.000|2.600|34.000|0.095|Music Wire|None|
||80978|1.000|3.500|8.700|3.000|3.600|34.000|0.095|Music Wire|None|
||5809|1.000|3.880|11.000|6.000|2.600|35.000|0.105|Spring Steel|Zinc|
||80979|1.000|4.000|6.900|3.000|4.500|34.000|0.095|Music Wire|None|
||5773|1.000|4.190|10.000|6.000|2.900|35.000|0.105|Hard Drawn|Zinc|
||80980|1.000|4.500|5.600|3.000|5.600|34.000|0.095|Music Wire|None|
||80981|1.000|5.000|4.800|3.000|6.500|34.000|0.095|Music Wire|None|
||5298|1.000|5.440|11.000|6.000|2.600|35.000|0.105|Spring Steel|Zinc|
||80982|1.000|5.500|4.100|3.000|7.600|34.000|0.095|Music Wire|None|
||80983|1.000|6.000|3.600|3.000|8.600|34.000|0.095|Music Wire|None|
||80984|1.000|6.500|3.300|3.000|9.400|34.000|0.095|Music Wire|None|
||80985|1.000|7.000|2.900|3.000|11.000|34.000|0.095|Music Wire|None|
||102|1.000|7.500|4.400|6.000|6.600|35.000|0.105|Hard Drawn|Zinc|
||80986|1.000|8.000|2.400|3.000|13.000|34.000|0.095|Music Wire|None|
||5609|1.000|8.000|3.800|6.000|7.600|35.000|0.105|Hard Drawn|Black Oxide|
||12349|1.000|8.130|4.000|6.000|7.400|35.000|0.105|Spring Steel|Zinc|
||80987|1.000|9.000|2.100|3.000|15.000|34.000|0.095|Music Wire|None|
||731|1.000|12.000|2.400|6.000|12.000|35.000|0.105|Hard Drawn|Zinc|
||5105|1.000|12.200|2.600|6.000|11.000|35.000|0.105|Hard Drawn|Gold Irridite®|
||5660|1.031|16.000|1.600|6.000|17.000|34.000|0.105|Spring Steel|Zinc|
||5009|1.062|12.000|2.600|6.000|12.000|37.000|0.110|Spring Steel|Zinc|
||5617|1.109|2.190|33.000|6.000|0.850|34.200|0.110|Spring Steel|None|
||81106|1.250|6.500|2.700|4.000|11.000|33.700|0.105|Music Wire|None|
||81138S|1.500|4.500|8.200|4.000|3.700|34.000|0.125|Stainless|None|
CALL||81139S|1.500|5.000|6.400|4.000|4.700|34.000|0.125|Stainless|None|
||81140S|1.500|5.500|5.200|4.000|5.800|34.000|0.125|Stainless|None|
||81141S|1.500|6.000|4.400|4.000|6.800|34.000|0.125|Stainless|None|
||81142S|1.500|6.500|3.800|4.000|7.900|34.000|0.125|Stainless|None|
||81143S|1.500|7.000|3.400|4.000|8.900|34.000|0.125|Stainless|None|
CALL||81144S|1.500|7.500|3.000|4.000|10.000|34.000|0.125|Stainless|None|
||81145S|1.500|8.000|2.700|4.000|11.000|34.000|0.125|Stainless|None|
